compareStrain,vaccineStrain,vaccine_code,Year,Month,Day
MG984390_A_Shanghai_40_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,8,19
MG984398_A_Shanghai_41_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,8,19
MG984414_A_Shanghai_43_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,8,21
MG984430_A_Shanghai_45_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,8,23
MG984438_A_Shanghai_46_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,8,29
MG984446_A_Shanghai_47_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,8,29
MG984462_A_Shanghai_49_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,9,5
MG984478_A_Shanghai_50_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,9,6
MG984486_A_Shanghai_51_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,9,8
MG984502_A_Shanghai_53_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,9,13
MK159072_A_Gyeongbuk_745_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,9,4
CY250520_A_Arkansas_24_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,10,12
CY257914_A_Florida_73_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,10,15
CY257994_A_Massachusetts_16_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,10,12
CY258177_A_New_York_36_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,10,21
CY258305_A_Louisiana_57_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,10,28
CY260353_A_California_86_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,10,3
CY266079_A_Florida_87_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,10,25
CY264374_A_New_Hampshire_27_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,11,21
CY264986_A_Pennsylvania_274_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,12,15
MG974447_A_Kansas_14_2017,EPI686117_A_Hong_Kong_15611_2015,HK15,2017,12,14
MH637483_A_Baltimore_P0247_2018,EPI686117_A_Hong_Kong_15611_2015,HK15,2018,1,14
MH637511_A_Baltimore_P0243_2018,EPI686117_A_Hong_Kong_15611_2015,HK15,2018,1,11
MH637528_A_Baltimore_P0241_2018,EPI686117_A_Hong_Kong_15611_2015,HK15,2018,1,10
MH637565_A_Baltimore_P0255_2018,EPI686117_A_Hong_Kong_15611_2015,HK15,2018,1,20
MH637603_A_Baltimore_P0238_2018,EPI686117_A_Hong_Kong_15611_2015,HK15,2018,1,8
MH637673_A_Baltimore_P0237_2018,EPI686117_A_Hong_Kong_15611_2015,HK15,2018,1,7
MH637726_A_Baltimore_P0239_2018,EPI686117_A_Hong_Kong_15611_2015,HK15,2018,1,8
MH637747_A_Baltimore_P0232_2018,EPI686117_A_Hong_Kong_15611_2015,HK15,2018,1,2
MH637768_A_Baltimore_P0242_2018,EPI686117_A_Hong_Kong_15611_2015,HK15,2018,1,11
MH637783_A_Baltimore_P0244_2018,EPI686117_A_Hong_Kong_15611_2015,HK15,2018,1,11
MH637488_A_Baltimore_P0279_2018,EPI686117_A_Hong_Kong_15611_2015,HK15,2018,2,2
MH637596_A_Baltimore_P0304_2018,EPI686117_A_Hong_Kong_15611_2015,HK15,2018,2,13
MH637687_A_Baltimore_P0286_2018,EPI686117_A_Hong_Kong_15611_2015,HK15,2018,2,5
MH637730_A_Baltimore_P0283_2018,EPI686117_A_Hong_Kong_15611_2015,HK15,2018,2,4
MH637808_A_Baltimore_P0298_2018,EPI686117_A_Hong_Kong_15611_2015,HK15,2018,2,10
MH701747_A_New_Jersey_93924_2018,EPI686117_A_Hong_Kong_15611_2015,HK15,2018,2,20
MH701755_A_New_Jersey_93934_2018,EPI686117_A_Hong_Kong_15611_2015,HK15,2018,2,21
MN154312_A_Washington_9752_2019,EPI686117_A_Hong_Kong_15611_2015,HK15,2019,3,15
MN170167_A_Washington_9147_2019,EPI686117_A_Hong_Kong_15611_2015,HK15,2019,3,10
MN170183_A_Washington_9149_2019,EPI686117_A_Hong_Kong_15611_2015,HK15,2019,3,11
MN170191_A_Washington_9150_2019,EPI686117_A_Hong_Kong_15611_2015,HK15,2019,3,11
MN170207_A_Washington_9153_2019,EPI686117_A_Hong_Kong_15611_2015,HK15,2019,3,14
MN170223_A_Washington_9155_2019,EPI686117_A_Hong_Kong_15611_2015,HK15,2019,3,14
